gene	sseqid	compartment	qcov	best_pid	best_eval
g6396	Bimp_SUPER_GRC	GRC	0.9980353634577603	28.885	9.150000000000001e-59
g6396	Bimp_SUPER_GRC	GRC	0.9941060903732809	28.65	2.7799999999999997e-52
g6396	Bimp_SUPER_GRC	GRC	0.9823182711198428	31.086	1.13e-63
g6396	Bimp_SUPER_GRC	GRC	0.39096267190569745	33.014	2.15e-28
g6396	Bimp_SUPER_X	X	0.8526522593320236	28.958	4.51e-45
g6396	Bimp_SUPER_X	X	0.43222003929273084	33.191	3.67e-33
g6396	Bimp_SUPER_X	X	0.9901768172888016	42.722	5.99e-125
g6396	Bimp_SUPER_X	X	0.9941060903732809	30.074	2.31e-63
g6396	Bimp_SUPER_X	X	0.4086444007858546	25.581	7.43e-16
g7958	Bimp_SUPER_1	core_autosome	0.849624060150376	47.137	9.500000000000001e-58
g7958	Bimp_SUPER_2	core_autosome	0.8571428571428571	48.684	2.31e-66
g7958	Bimp_SUPER_2	core_autosome	0.7556390977443609	59.701	8.64e-80
g7958	Bimp_SUPER_2	core_autosome	0.9849624060150376	47.399	4.5799999999999996e-52
g7958	Bimp_SUPER_2	core_autosome	0.8834586466165414	58.298	1.5499999999999999e-90
g7958	Bimp_SUPER_2	core_autosome	0.8609022556390977	52.402	7.730000000000001e-73
g7958	Bimp_SUPER_2	core_autosome	0.7105263157894737	72.727	6.51e-13
g7958	Bimp_SUPER_3	core_autosome	0.849624060150376	47.137	9.500000000000001e-58
g7958	Bimp_SUPER_GRC	GRC	0.8571428571428571	49.345	1.0999999999999999e-67
g7958	Bimp_SUPER_GRC	GRC	0.8721804511278195	59.052	2.41e-90
g7958	Bimp_SUPER_GRC	GRC	0.8571428571428571	80.263	1.34e-125
g7958	Bimp_SUPER_GRC	GRC	0.8646616541353384	61.304	1.09e-91
g7958	Bimp_SUPER_GRC	GRC	0.8571428571428571	50.439	4.1499999999999997e-69
g7958	Bimp_SUPER_X	X	0.849624060150376	47.137	3.84e-58
g7958	Bimp_SUPER_X	X	0.9360902255639098	54.422	9.41e-51
g7958	Bimp_SUPER_X	X	1.0	84.574	1.12e-109
g7958	Bimp_SUPER_X	X	0.8796992481203008	59.829	2.2599999999999998e-91
g7958	Bimp_SUPER_X	X	0.8571428571428571	49.123	5.429999999999999e-67
g7958	SCAFFOLD_153		0.8796992481203008	59.402	3.2e-90
g7958	SCAFFOLD_287		0.9548872180451128	51.923	5.84e-51
